cust_id,activated_date,last_payment_date,cash_advance,credit_limit,cash_advance_percentage_respect_credit_limit
13922,2020-02,2020-08-11,740.863461,3000.0,24.7
13923,2020-02,2020-09-22,0.0,2500.0,0.0
13924,2020-02,2020-05-17,0.0,1000.0,0.0
13925,2020-02,2020-08-23,2990.165538,3000.0,99.67
13926,2020-02,2020-05-29,3701.78388,3000.0,123.39
13927,2020-02,2020-07-19,0.0,3000.0,0.0
13928,2020-02,2020-08-07,0.0,7000.0,0.0
13929,2020-02,2020-08-15,4621.713196,3500.0,132.05
13930,2020-02,2020-10-25,4835.129243,8000.0,60.44
13931,2020-02,2020-10-27,0.0,7500.0,0.0
13932,2020-02,2020-09-18,0.0,7500.0,0.0
13933,2020-02,2020-08-03,3667.84151,5000.0,73.36
13934,2020-02,2020-10-31,1998.061069,3000.0,66.6
13935,2020-02,2020-06-16,0.0,7000.0,0.0
13936,2020-02,2020-06-01,196.593829,4500.0,4.37
13937,2020-02,2020-06-30,569.881041,3500.0,16.28
13938,2020-02,2020-10-18,0.0,1700.0,0.0
13939,2020-02,2020-04-30,2804.289646,9000.0,31.16
13940,2020-02,2020-10-30,0.0,1800.0,0.0
13941,2020-02,2020-10-01,0.0,1700.0,0.0
13942,2020-02,2020-05-25,1001.605022,1150.0,87.1
13943,2020-02,2020-05-21,796.641859,10500.0,7.59
13944,2020-02,2020-04-27,0.0,7000.0,0.0
13945,2020-02,2020-10-23,4066.421468,3500.0,116.18
13946,2020-02,2020-07-10,0.0,5000.0,0.0
13947,2020-02,2020-10-24,300.531629,2500.0,12.02
13948,2020-02,2020-09-15,4070.445699,11000.0,37.0
13949,2020-02,2020-10-04,0.0,1500.0,0.0
13950,2020-02,2020-08-27,0.0,9000.0,0.0
13951,2020-02,2020-05-21,0.0,5000.0,0.0
13952,2020-02,2020-09-21,0.0,1700.0,0.0
13953,2020-02,2020-05-21,1170.273287,1200.0,97.52
13954,2020-02,2020-05-09,0.0,6150.0,0.0
13955,2020-02,2020-06-07,0.0,4000.0,0.0
13956,2020-02,2020-06-13,2843.482435,4000.0,71.09
13957,2020-02,2020-05-27,0.0,1000.0,0.0
13958,2020-02,2020-10-19,289.822557,2000.0,14.49
13959,2020-02,2020-09-04,0.0,4000.0,0.0
13960,2020-02,2020-08-08,0.0,2500.0,0.0
13961,2020-02,2020-08-01,0.0,5500.0,0.0
13962,2020-02,2020-07-26,0.0,1500.0,0.0
13964,2020-02,2020-10-19,190.242856,6000.0,3.17
13965,2020-02,2020-08-23,0.0,3000.0,0.0
13966,2020-02,2020-09-22,0.0,5000.0,0.0
13967,2020-02,2020-10-09,4269.018258,7500.0,56.92
13968,2020-02,2020-10-06,554.604914,4500.0,12.32
13969,2020-02,2020-04-26,2304.727023,2500.0,92.19
13970,2020-02,2020-11-03,0.0,7500.0,0.0
13971,2020-02,2020-05-04,656.112456,6800.0,9.65
13972,2020-02,2020-08-27,0.0,1700.0,0.0
13973,2020-02,2020-09-25,0.0,9500.0,0.0
13974,2020-02,2020-10-27,0.0,5200.0,0.0
13975,2020-02,2020-11-01,0.0,6000.0,0.0
13977,2020-02,2020-06-15,699.804757,1500.0,46.65
13978,2020-02,2020-07-23,0.0,12000.0,0.0
13979,2020-02,2020-09-08,0.0,2000.0,0.0
13980,2020-02,2020-06-22,0.0,18000.0,0.0
13981,2020-02,2020-07-07,2344.901285,7500.0,31.27
13982,2020-02,2020-07-29,0.0,6000.0,0.0
13983,2020-02,2020-08-25,0.0,4000.0,0.0
13984,2020-02,2020-06-08,2866.563908,8000.0,35.83
13985,2020-02,2020-04-23,2019.865472,7500.0,26.93
13986,2020-02,2020-06-02,1138.457723,4500.0,25.3
13987,2020-02,2020-06-08,0.0,4000.0,0.0
13988,2020-02,2020-05-14,0.0,10000.0,0.0
13989,2020-02,2020-06-20,0.0,3000.0,0.0
13990,2020-02,2020-09-05,522.551112,12500.0,4.18
13991,2020-02,2020-08-11,0.0,1000.0,0.0
13992,2020-02,2020-08-10,1314.443111,3000.0,43.81
13993,2020-02,2020-05-01,0.0,10000.0,0.0
13994,2020-02,2020-05-24,1029.77967,1500.0,68.65
13995,2020-02,2020-07-07,0.0,7000.0,0.0
13996,2020-02,2020-07-18,1829.712153,6000.0,30.5
13997,2020-02,2020-07-20,0.0,4300.0,0.0
13998,2020-02,2020-09-06,0.0,7500.0,0.0
13999,2020-02,2020-05-08,4467.667258,2500.0,178.71
14000,2020-02,2020-06-03,2525.736564,12000.0,21.05
14001,2020-02,2020-05-10,1414.866215,1500.0,94.32
14002,2020-02,2020-05-19,0.0,5000.0,0.0
14003,2020-02,2020-08-28,0.0,1200.0,0.0
14004,2020-02,2020-08-11,490.12386,1200.0,40.84
14005,2020-02,2020-10-09,1306.18399,6000.0,21.77
14006,2020-02,2020-09-08,265.018687,5000.0,5.3
14007,2020-02,2020-07-27,0.0,2000.0,0.0
14008,2020-02,2020-05-27,0.0,1200.0,0.0
14009,2020-02,2020-11-02,0.0,6500.0,0.0
14010,2020-02,2020-04-28,0.0,5000.0,0.0
14011,2020-02,2020-07-26,995.015703,4000.0,24.88
14012,2020-02,2020-09-07,0.0,4000.0,0.0
14013,2020-02,2020-05-23,1784.023712,3500.0,50.97
14014,2020-02,2020-06-21,3233.145994,3500.0,92.38
14015,2020-02,2020-05-03,0.0,7000.0,0.0
14016,2020-02,2020-10-31,4639.195255,6000.0,77.32
14017,2020-02,2020-07-11,690.668996,1200.0,57.56
14018,2020-02,2020-08-09,14836.45141,18000.0,82.42
14019,2020-02,2020-07-02,753.22315,1700.0,44.31
14020,2020-02,2020-10-11,0.0,10500.0,0.0
14021,2020-02,2020-09-22,1124.284462,1200.0,93.69
14022,2020-02,2020-09-01,252.98756,1500.0,16.87
14023,2020-02,2020-10-31,0.0,5000.0,0.0
14024,2020-02,2020-07-25,0.0,1500.0,0.0
14026,2020-02,2020-09-06,0.0,2500.0,0.0
14027,2020-02,2020-10-14,0.0,10000.0,0.0
14028,2020-02,2020-06-27,432.263451,2500.0,17.29
14029,2020-02,2020-09-18,0.0,4700.0,0.0
14030,2020-02,2020-09-13,0.0,1500.0,0.0
14031,2020-02,2020-07-28,0.0,2000.0,0.0
14032,2020-02,2020-09-23,366.077141,10000.0,3.66
14033,2020-02,2020-10-16,4157.651522,5500.0,75.59
14034,2020-02,2020-05-04,657.525213,3000.0,21.92
14035,2020-02,2020-10-26,367.516136,4500.0,8.17
14036,2020-02,2020-07-09,3517.845954,12500.0,28.14
14037,2020-02,2020-08-24,0.0,3000.0,0.0
14038,2020-02,2020-07-15,0.0,4500.0,0.0
14039,2020-02,2020-10-05,0.0,3000.0,0.0
14040,2020-02,2020-06-04,123.468228,3000.0,4.12
14041,2020-02,2020-05-31,7363.303617,12500.0,58.91
14042,2020-02,2020-08-21,244.694657,3000.0,8.16
14043,2020-02,2020-09-27,1068.614851,5500.0,19.43
14044,2020-02,2020-07-05,991.09837,2500.0,39.64
14045,2020-02,2020-08-20,1359.175968,3500.0,38.83
14046,2020-02,2020-06-11,0.0,3200.0,0.0
14047,2020-02,2020-10-22,1365.172054,9500.0,14.37
14048,2020-02,2020-06-11,0.0,12000.0,0.0
14049,2020-02,2020-08-09,0.0,6000.0,0.0
14050,2020-02,2020-07-20,1003.760024,13000.0,7.72
14051,2020-02,2020-08-01,318.035084,3000.0,10.6
14052,2020-02,2020-08-18,97.921034,3000.0,3.26
14053,2020-02,2020-05-12,75.844786,1800.0,4.21
14054,2020-02,2020-08-23,0.0,1500.0,0.0
14055,2020-02,2020-09-28,2379.462062,8500.0,27.99
14056,2020-02,2020-07-10,424.449434,5000.0,8.49
14057,2020-02,2020-09-09,0.0,7500.0,0.0
14058,2020-02,2020-08-04,0.0,6000.0,0.0
14059,2020-02,2020-08-07,0.0,4500.0,0.0
14060,2020-02,2020-08-21,119.377631,1200.0,9.95
14061,2020-02,2020-08-19,0.0,2500.0,0.0
14062,2020-02,2020-05-05,0.0,2000.0,0.0
14063,2020-02,2020-07-17,956.089092,1200.0,79.67
14064,2020-02,2020-08-19,0.0,4000.0,0.0
14065,2020-02,2020-08-01,0.0,7000.0,0.0
14066,2020-02,2020-10-12,0.0,10000.0,0.0
14067,2020-02,2020-10-02,0.0,6000.0,0.0
14068,2020-02,2020-10-25,0.0,7000.0,0.0
14069,2020-02,2020-10-05,0.0,11000.0,0.0
14070,2020-02,2020-11-06,930.459784,6500.0,14.31
14071,2020-02,2020-06-02,0.0,1400.0,0.0
14072,2020-02,2020-05-19,1986.427611,11500.0,17.27
14073,2020-02,2020-05-18,0.0,5500.0,0.0
14074,2020-02,2020-07-03,0.0,3000.0,0.0
14075,2020-02,2020-09-11,0.0,2300.0,0.0
14076,2020-02,2020-11-03,0.0,1500.0,0.0
14077,2020-02,2020-05-17,1238.746947,3000.0,41.29
14078,2020-02,2020-05-09,0.0,9000.0,0.0
14079,2020-02,2020-07-28,478.838983,6300.0,7.6
14080,2020-02,2020-05-31,0.0,13500.0,0.0
14081,2020-02,2020-08-28,0.0,1400.0,0.0
14082,2020-02,2020-08-30,0.0,7000.0,0.0
14083,2020-02,2020-09-07,1818.821088,2500.0,72.75
14084,2020-02,2020-08-11,1930.273374,5500.0,35.1
14085,2020-02,2020-08-27,215.632774,1200.0,17.97
14086,2020-02,2020-10-11,396.233514,5000.0,7.92
14087,2020-02,2020-08-07,0.0,6500.0,0.0
14088,2020-02,2020-07-09,0.0,6500.0,0.0
14089,2020-02,2020-09-09,0.0,1600.0,0.0
14090,2020-02,2020-05-12,1677.787494,1500.0,111.85
14091,2020-02,2020-10-15,995.062078,4000.0,24.88
14092,2020-02,2020-10-09,0.0,2500.0,0.0
14094,2020-02,2020-08-10,96.59138,1500.0,6.44
14095,2020-02,2020-08-30,86.437024,1200.0,7.2
14096,2020-02,2020-09-03,2992.209093,12000.0,24.94
14097,2020-02,2020-05-13,0.0,4000.0,0.0
14098,2020-02,2020-08-18,839.112534,1200.0,69.93
14099,2020-02,2020-08-20,0.0,3000.0,0.0
14100,2020-02,2020-10-20,396.568016,4000.0,9.91
14101,2020-02,2020-10-22,4104.980885,6500.0,63.15
14102,2020-02,2020-10-24,1110.062064,6000.0,18.5
14103,2020-02,2020-10-07,0.0,6000.0,0.0
14104,2020-02,2020-06-10,837.67896,1700.0,49.28
14105,2020-02,2020-06-17,0.0,3000.0,0.0
14106,2020-02,2020-11-04,0.0,1500.0,0.0
14107,2020-02,2020-07-30,0.0,4000.0,0.0
14108,2020-02,2020-10-09,1803.871026,10500.0,17.18
14109,2020-02,2020-07-27,0.0,7500.0,0.0
14111,2020-02,2020-07-15,0.0,1000.0,0.0
14112,2020-02,2020-09-27,3041.330064,6000.0,50.69
14113,2020-02,2020-05-20,766.181321,6000.0,12.77
14114,2020-02,2020-09-08,286.576749,5000.0,5.73
14115,2020-02,2020-08-21,0.0,8500.0,0.0
14116,2020-02,2020-04-28,287.27997,8500.0,3.38
14117,2020-02,2020-11-04,0.0,5000.0,0.0
14119,2020-02,2020-06-05,301.200047,4650.0,6.48
14120,2020-02,2020-08-24,1870.142289,11500.0,16.26
14121,2020-02,2020-06-25,0.0,9000.0,0.0
14122,2020-02,2020-06-16,1013.616077,10000.0,10.14
14123,2020-02,2020-05-02,1916.483068,7000.0,27.38
14124,2020-02,2020-09-02,0.0,4500.0,0.0
14125,2020-02,2020-05-12,1113.534935,1200.0,92.79
14126,2020-02,2020-06-18,0.0,6000.0,0.0
14127,2020-02,2020-06-29,0.0,5000.0,0.0
14128,2020-02,2020-06-26,0.0,13500.0,0.0
14129,2020-02,2020-10-17,0.0,8000.0,0.0
14130,2020-02,2020-07-08,2772.592928,17500.0,15.84
14131,2020-02,2020-09-09,6629.320612,6000.0,110.49
14132,2020-02,2020-10-21,8416.854736,5000.0,168.34
14133,2020-02,2020-06-18,0.0,7500.0,0.0
14134,2020-02,2020-06-02,1285.120888,1500.0,85.67
14135,2020-02,2020-09-06,181.64979,2500.0,7.27
14136,2020-02,2020-06-10,3097.33974,6000.0,51.62
14138,2020-02,2020-11-05,642.862505,1500.0,42.86
14139,2020-02,2020-08-08,0.0,6000.0,0.0
14140,2020-02,2020-08-19,925.399531,1500.0,61.69
14141,2020-02,2020-08-31,0.0,12500.0,0.0
14142,2020-02,2020-08-18,,15000.0,
14143,2020-02,2020-10-04,0.0,16500.0,0.0
14144,2020-02,2020-06-16,4446.461559,9000.0,49.41
14145,2020-02,2020-09-24,0.0,1000.0,0.0
14146,2020-02,2020-06-24,0.0,6000.0,0.0
14147,2020-02,2020-10-28,0.0,11000.0,0.0
14148,2020-02,2020-05-23,200.865502,1500.0,13.39
14149,2020-02,2020-08-22,0.0,3000.0,0.0
14150,2020-02,2020-09-30,0.0,7000.0,0.0
14151,2020-02,2020-05-08,1567.042271,3500.0,44.77
14152,2020-02,2020-10-14,2892.511237,3000.0,96.42
14153,2020-02,2020-07-09,0.0,2000.0,0.0
14154,2020-02,2020-08-13,6537.278532,3000.0,217.91
14155,2020-02,2020-05-30,4497.284924,4500.0,99.94
14156,2020-02,2020-10-15,0.0,2600.0,0.0
14157,2020-02,2020-09-07,1619.692655,9000.0,18.0
14158,2020-02,2020-08-28,0.0,3000.0,0.0
14159,2020-02,2020-05-18,0.0,7100.0,0.0
14161,2020-02,2020-07-11,1063.852745,3000.0,35.46
14162,2020-02,2020-09-17,0.0,16500.0,0.0
14163,2020-02,2020-05-14,0.0,500.0,0.0
14164,2020-02,2020-07-19,0.0,4500.0,0.0
14165,2020-02,2020-10-18,0.0,4000.0,0.0
14166,2020-02,2020-07-28,0.0,7800.0,0.0
14167,2020-02,2020-05-25,58.443227,1200.0,4.87
14168,2020-02,2020-10-21,0.0,6000.0,0.0
14169,2020-02,2020-09-19,0.0,5000.0,0.0
14170,2020-02,2020-07-01,,3000.0,
14171,2020-02,2020-07-21,2018.794348,3000.0,67.29
14172,2020-02,2020-07-04,18.149946,9000.0,0.2
14173,2020-02,2020-07-10,0.0,2900.0,0.0
14174,2020-02,2020-05-02,0.0,1700.0,0.0
14175,2020-02,2020-05-31,0.0,3000.0,0.0
14177,2020-02,2020-07-22,774.229185,1800.0,43.01
14178,2020-02,2020-05-23,5795.971155,18000.0,32.2
14179,2020-02,2020-05-13,550.830512,2500.0,22.03
14180,2020-02,2020-07-07,1895.470431,4500.0,42.12
14181,2020-02,2020-08-30,4233.413107,3000.0,141.11
14182,2020-02,2020-06-26,438.384856,1500.0,29.23
14183,2020-02,2020-04-27,0.0,3000.0,0.0
14184,2020-02,2020-09-08,0.0,2500.0,0.0
14185,2020-02,2020-08-03,3726.752857,11500.0,32.41
14186,2020-02,2020-09-29,470.095785,1000.0,47.01
14187,2020-02,2020-10-06,0.0,1000.0,0.0
14188,2020-02,2020-07-25,0.0,2500.0,0.0
14189,2020-02,2020-06-03,0.0,2500.0,0.0
14190,2020-02,2020-11-05,5146.349321,7500.0,68.62
14191,2020-02,2020-11-03,0.0,7500.0,0.0
14192,2020-02,2020-06-14,0.0,6500.0,0.0
14193,2020-02,2020-08-09,875.275758,3000.0,29.18
14194,2020-02,2020-05-30,0.0,3000.0,0.0
14195,2020-02,2020-10-22,1534.856631,1500.0,102.32
14196,2020-02,2020-08-17,54.866583,1200.0,4.57
14197,2020-02,2020-04-28,0.0,5500.0,0.0
14198,2020-02,2020-10-08,0.0,3000.0,0.0
14199,2020-02,2020-05-01,79.975453,1200.0,6.66
14200,2020-02,2020-05-31,2780.106659,4500.0,61.78
14201,2020-02,2020-10-22,0.0,3000.0,0.0
14202,2020-02,2020-09-14,0.0,6000.0,0.0
14203,2020-02,2020-05-19,0.0,1200.0,0.0
14204,2020-02,2020-09-01,830.455855,2500.0,33.22
14205,2020-02,2020-10-18,2710.679764,18500.0,14.65
14206,2020-02,2020-06-08,0.0,2000.0,0.0
14207,2020-02,2020-05-28,12178.96258,8000.0,152.24
14208,2020-02,2020-10-06,0.0,8500.0,0.0
14209,2020-02,2020-10-22,2705.839993,3000.0,90.19
14210,2020-02,2020-06-14,1156.434609,3500.0,33.04
14211,2020-02,2020-06-29,711.169986,6000.0,11.85
14212,2020-02,2020-07-20,0.0,1700.0,0.0
14213,2020-02,2020-05-12,5281.049743,5000.0,105.62
14214,2020-02,2020-08-25,2032.983385,1200.0,169.42
14215,2020-02,2020-05-28,0.0,3000.0,0.0
14216,2020-02,2020-11-03,1434.153185,5500.0,26.08
14217,2020-02,2020-04-27,144.330518,3000.0,4.81
14218,2020-02,2020-05-08,0.0,14000.0,0.0
14219,2020-02,2020-08-06,5831.378,13000.0,44.86
14220,2020-02,2020-05-18,0.0,2150.0,0.0
14221,2020-02,2020-07-08,0.0,3000.0,0.0
14222,2020-02,2020-05-04,0.0,6000.0,0.0
14223,2020-02,2020-05-31,166.160258,1200.0,13.85
14224,2020-02,2020-05-25,0.0,1000.0,0.0
14225,2020-02,2020-09-01,0.0,6000.0,0.0
14226,2020-02,2020-07-22,0.0,1800.0,0.0
14227,2020-02,2020-05-06,266.614527,3500.0,7.62
14228,2020-02,2020-05-31,1074.347669,9500.0,11.31
14229,2020-02,2020-07-10,1253.614385,1500.0,83.57
14230,2020-02,2020-06-06,0.0,6500.0,0.0
14231,2020-02,2020-11-03,0.0,1200.0,0.0
14232,2020-02,2020-10-24,368.716548,8500.0,4.34
14233,2020-02,2020-09-28,0.0,7500.0,0.0
14234,2020-02,2020-07-07,279.060127,750.0,37.21
14235,2020-02,2020-09-16,0.0,5600.0,0.0
14236,2020-02,2020-08-13,0.0,5000.0,0.0
14237,2020-02,2020-08-29,962.466343,1800.0,53.47
14238,2020-02,2020-08-31,0.0,5000.0,0.0
14239,2020-02,2020-06-11,1830.046883,6000.0,30.5
14240,2020-02,2020-05-03,0.0,7000.0,0.0
14241,2020-02,2020-05-06,4127.528187,12000.0,34.4
14242,2020-02,2020-04-23,0.0,5500.0,0.0
14243,2020-02,2020-06-18,0.0,1500.0,0.0
14244,2020-02,2020-09-24,39.348512,6000.0,0.66
14245,2020-02,2020-08-04,4327.056723,2500.0,173.08
14246,2020-02,2020-05-01,0.0,7500.0,0.0
14247,2020-02,2020-08-01,1183.00691,5000.0,23.66
14248,2020-02,2020-09-14,1470.99071,6000.0,24.52
14249,2020-02,2020-06-15,0.0,7000.0,0.0
14250,2020-02,2020-08-18,0.0,3000.0,0.0
14251,2020-02,2020-05-18,385.830526,6900.0,5.59
14252,2020-02,2020-08-05,0.0,2000.0,0.0
14253,2020-02,2020-05-12,3406.374587,3500.0,97.32
14254,2020-02,2020-07-21,466.60762,4000.0,11.67
14255,2020-02,2020-04-30,1425.965785,4000.0,35.65
14256,2020-02,2020-10-23,0.0,22000.0,0.0
14257,2020-02,2020-06-01,0.0,2000.0,0.0
14258,2020-02,2020-07-10,0.0,1500.0,0.0
14259,2020-02,2020-06-15,178.893987,5000.0,3.58
14260,2020-02,2020-09-02,3604.51247,11000.0,32.77
14261,2020-02,2020-06-11,779.396921,3000.0,25.98
14262,2020-02,2020-07-24,0.0,13000.0,0.0
14263,2020-02,2020-10-04,0.0,7000.0,0.0
14264,2020-02,2020-09-14,4548.057776,10500.0,43.31
14265,2020-02,2020-08-30,0.0,1500.0,0.0
14266,2020-02,2020-07-04,2934.748266,4500.0,65.22
14267,2020-02,2020-05-24,144.37846,1500.0,9.63
14268,2020-02,2020-06-11,0.0,2000.0,0.0
14269,2020-02,2020-10-31,0.0,1500.0,0.0
14270,2020-02,2020-10-28,0.0,6500.0,0.0
14271,2020-02,2020-06-03,2452.383654,6500.0,37.73
14272,2020-02,2020-09-19,0.0,2500.0,0.0
14273,2020-02,2020-05-23,0.0,3000.0,0.0
14274,2020-02,2020-05-10,1477.68366,1500.0,98.51
14275,2020-02,2020-08-18,1196.579583,7000.0,17.09
14276,2020-02,2020-05-22,0.0,3000.0,0.0
14277,2020-02,2020-09-22,0.0,5000.0,0.0
14278,2020-02,2020-08-06,992.321871,1500.0,66.15
14279,2020-02,2020-07-09,1016.336335,2500.0,40.65
14280,2020-02,2020-06-03,,6000.0,
14281,2020-02,2020-10-09,2498.547619,3000.0,83.28
14282,2020-02,2020-07-09,1143.502627,1200.0,95.29
14283,2020-02,2020-07-12,2145.718983,10000.0,21.46
14284,2020-02,2020-10-16,1349.479114,1500.0,89.97
14285,2020-02,2020-06-28,18.985087,9000.0,0.21
14286,2020-02,2020-06-28,0.0,1200.0,0.0
14287,2020-02,2020-11-04,,2500.0,
14288,2020-02,2020-07-11,102.621184,8000.0,1.28
14289,2020-02,2020-07-25,0.0,600.0,0.0
14290,2020-02,2020-08-15,0.0,1200.0,0.0
14291,2020-02,2020-08-17,1570.966236,2500.0,62.84
14292,2020-02,2020-05-09,450.908415,4000.0,11.27
14293,2020-02,2020-06-26,0.0,3000.0,0.0
14294,2020-02,2020-06-14,2583.510846,13000.0,19.87
14295,2020-02,2020-07-01,1478.541555,2500.0,59.14
14297,2020-02,2020-09-02,0.0,3200.0,0.0
14298,2020-02,2020-06-09,3041.40624,6000.0,50.69
14299,2020-02,2020-06-26,0.0,1600.0,0.0
14300,2020-02,2020-08-26,104.557174,5000.0,2.09
14301,2020-02,2020-06-24,0.0,10000.0,0.0
14302,2020-02,2020-10-01,0.0,4000.0,0.0
14303,2020-02,2020-06-06,0.0,2000.0,0.0
14304,2020-02,2020-05-01,710.440728,1000.0,71.04
14305,2020-02,2020-05-23,0.0,1500.0,0.0
14306,2020-02,2020-06-06,,10000.0,
14307,2020-02,2020-08-13,0.0,6600.0,0.0
14308,2020-02,2020-06-10,1283.543377,3000.0,42.78
14309,2020-02,2020-08-15,0.0,6500.0,0.0
14310,2020-02,2020-06-10,0.0,1800.0,0.0
14311,2020-02,2020-08-30,3215.576129,12500.0,25.72
14312,2020-02,2020-06-04,5478.844017,5000.0,109.58
14313,2020-02,2020-10-02,6088.185478,8000.0,76.1
14314,2020-02,2020-08-31,0.0,6500.0,0.0
14315,2020-02,2020-06-27,81.509491,1200.0,6.79
14316,2020-02,2020-09-10,531.964001,2000.0,26.6
14317,2020-02,2020-04-28,625.807503,1500.0,41.72
14318,2020-02,2020-07-18,0.0,2000.0,0.0
14319,2020-02,2020-09-12,0.0,5000.0,0.0
14320,2020-02,2020-10-02,602.502862,1500.0,40.17
14322,2020-02,2020-08-12,887.518919,4000.0,22.19
14323,2020-02,2020-07-26,,1200.0,
14324,2020-02,2020-07-10,0.0,4500.0,0.0
14325,2020-02,2020-07-22,0.0,3000.0,0.0
14326,2020-02,2020-10-08,0.0,4000.0,0.0
14327,2020-02,2020-08-17,0.0,4750.0,0.0
14328,2020-02,2020-05-09,1634.030482,8500.0,19.22
14329,2020-02,2020-10-30,0.0,7000.0,0.0
14330,2020-02,2020-08-20,0.0,4500.0,0.0
14331,2020-02,2020-04-25,96.310823,7500.0,1.28
14332,2020-02,2020-09-04,2867.104779,1500.0,191.14
14333,2020-02,2020-05-03,3449.910317,6000.0,57.5
14334,2020-02,2020-10-23,0.0,6500.0,0.0
14335,2020-02,2020-06-12,889.383583,3000.0,29.65
14336,2020-02,2020-11-07,443.668004,3000.0,14.79
14337,2020-02,2020-09-23,1202.332312,1200.0,100.19
14338,2020-02,2020-10-21,0.0,18000.0,0.0
14339,2020-02,2020-07-26,1009.683036,1800.0,56.09
14340,2020-02,2020-08-03,0.0,4000.0,0.0
14341,2020-02,2020-07-18,2231.203315,6000.0,37.19
14342,2020-02,2020-09-13,0.0,1000.0,0.0
14343,2020-02,2020-06-28,0.0,3500.0,0.0
14344,2020-02,2020-11-01,0.0,1200.0,0.0
14345,2020-02,2020-08-25,0.0,5500.0,0.0
14346,2020-02,2020-06-21,901.185629,1800.0,50.07
14347,2020-02,2020-10-10,0.0,6000.0,0.0
14348,2020-02,2020-07-09,2274.848149,2500.0,90.99
14349,2020-02,2020-07-14,0.0,15000.0,0.0
14350,2020-02,2020-05-12,289.117803,15500.0,1.87
14351,2020-02,2020-08-25,0.0,1200.0,0.0
14352,2020-02,2020-05-15,0.0,4000.0,0.0
14353,2020-02,2020-06-15,305.257038,3800.0,8.03
14354,2020-02,2020-06-04,635.299075,1800.0,35.29
14355,2020-02,2020-09-15,135.256159,2500.0,5.41
14356,2020-02,2020-05-08,109.600359,1500.0,7.31
14357,2020-02,2020-10-27,3398.994695,4000.0,84.97
14358,2020-02,2020-08-16,0.0,1200.0,0.0
14359,2020-02,2020-07-25,,6000.0,
14360,2020-02,2020-10-25,47.998873,2000.0,2.4
14361,2020-02,2020-05-25,0.0,6500.0,0.0
14362,2020-02,2020-05-18,0.0,1000.0,0.0
14363,2020-02,2020-09-24,0.0,2500.0,0.0
14364,2020-02,2020-04-26,0.0,6000.0,0.0
14365,2020-02,2020-05-15,0.0,13000.0,0.0
14366,2020-02,2020-08-30,340.308868,4000.0,8.51
14367,2020-02,2020-05-13,3500.334072,12000.0,29.17
14368,2020-02,2020-05-28,0.0,1200.0,0.0
14369,2020-02,2020-06-12,1502.01432,3500.0,42.91
14370,2020-02,2020-05-10,3252.260115,14000.0,23.23
14371,2020-02,2020-08-09,374.200459,1200.0,31.18
14372,2020-02,2020-07-17,0.0,2700.0,0.0
14373,2020-02,2020-07-10,,400.0,
14374,2020-02,2020-10-02,1991.754101,7700.0,25.87
14375,2020-02,2020-05-01,0.0,5000.0,0.0
14376,2020-02,2020-05-15,0.0,4500.0,0.0
14377,2020-02,2020-06-13,0.0,2500.0,0.0
14378,2020-02,2020-06-29,271.370767,10500.0,2.58
14379,2020-02,2020-09-24,0.0,5000.0,0.0
14380,2020-02,2020-08-18,0.0,4000.0,0.0
14381,2020-02,2020-09-30,8886.28396,6000.0,148.1
14382,2020-02,2020-08-24,1703.103212,8500.0,20.04
14383,2020-02,2020-09-06,0.0,1900.0,0.0
14384,2020-02,2020-06-07,202.413978,5000.0,4.05
14385,2020-02,2020-08-30,0.0,4500.0,0.0
14386,2020-02,2020-07-06,293.856915,7000.0,4.2
14387,2020-02,2020-08-22,0.0,2400.0,0.0
14388,2020-02,2020-09-09,0.0,1500.0,0.0
14389,2020-02,2020-07-04,0.0,7500.0,0.0
14390,2020-02,2020-09-28,0.0,9500.0,0.0
14391,2020-02,2020-09-27,5582.881679,7000.0,79.76
14392,2020-02,2020-06-09,1289.130072,1200.0,107.43
14393,2020-02,2020-09-13,991.835378,1200.0,82.65
14394,2020-02,2020-05-31,0.0,2700.0,0.0
14395,2020-02,2020-09-22,0.0,4000.0,0.0
14396,2020-02,2020-07-06,998.99144,1800.0,55.5
14397,2020-02,2020-06-12,1729.084515,2000.0,86.45
14398,2020-02,2020-06-02,0.0,6000.0,0.0
14399,2020-02,2020-07-31,0.0,3000.0,0.0
14400,2020-02,2020-11-05,0.0,10000.0,0.0
14401,2020-02,2020-04-29,435.165222,1800.0,24.18
14402,2020-02,2020-11-08,588.059618,7500.0,7.84
14403,2020-02,2020-04-26,0.0,4000.0,0.0
14404,2020-02,2020-07-24,1046.611295,3500.0,29.9
14405,2020-02,2020-07-22,0.0,9000.0,0.0
14406,2020-02,2020-05-10,0.0,5000.0,0.0
14407,2020-02,2020-05-31,307.201386,2500.0,12.29
14408,2020-02,2020-10-02,0.0,2600.0,0.0
14409,2020-02,2020-06-12,0.0,4000.0,0.0
14410,2020-02,2020-06-27,0.0,1200.0,0.0
14411,2020-02,2020-07-07,784.229265,1000.0,78.42
14412,2020-02,2020-05-30,0.0,5500.0,0.0
14413,2020-02,2020-09-17,1387.850238,6500.0,21.35
14414,2020-02,2020-05-22,0.0,12000.0,0.0
14415,2020-02,2020-09-02,49.410478,5000.0,0.99
14416,2020-02,2020-09-25,0.0,8000.0,0.0
14417,2020-02,2020-10-15,225.473003,10500.0,2.15
14418,2020-02,2020-05-11,0.0,1200.0,0.0
14419,2020-02,2020-05-01,8287.780882,5000.0,165.76
